,Season,HomeTeam,AwayTeam,Result,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
1848,2017,Liverpool,Burnley,W,2,1,2,1,1,1,6,10,11,3,1,12,16,11,1,2,2,0,0,1.25,6.5,14,1.22,6.5,12.5,1.22,6.2,13.5
1849,2017,Liverpool,Everton,W,3,1,2,2,1,2,3,10,9,6,4,17,10,2,3,1,3,0,0,1.73,3.9,5.25,1.67,4,5,1.65,3.8,5.3
1850,2017,Liverpool,Bournemouth,D,2,2,1,1,1,1,18,20,7,8,2,11,8,7,2,1,1,0,0,1.36,5.25,9.5,1.36,5.25,8.25,1.3,5.5,9.5
1851,2017,Liverpool,Crystal Palace,L,1,2,0,1,1,1,1,14,7,1,3,8,10,4,3,1,2,0,0,1.5,4.75,7,1.48,4.33,7,1.45,4.4,7.2
1852,2017,Liverpool,Southampton,D,0,0,1,0,0,1,33,17,4,8,0,9,4,3,6,1,3,0,0,1.62,4.2,6,1.6,4.1,5.5,1.5,4.2,6.5
1853,2017,Liverpool,Middlesbrough,W,3,0,2,1,0,2,20,25,9,10,3,13,8,3,3,0,1,0,0,1.14,9,23,1.11,9.25,26,1.15,7.5,18
1854,2016,Liverpool,Leicester,W,4,1,2,2,1,2,6,17,12,11,3,4,8,1,7,1,2,0,0,1.7,4,5.5,1.67,4,5.5,1.6,3.7,5.4
1855,2016,Liverpool,Hull,W,5,1,2,3,0,2,1,32,2,12,1,8,8,13,2,1,2,0,1,1.22,7,15,1.22,6.5,13,1.25,6,11
1856,2016,Liverpool,Man United,D,0,0,1,0,0,1,3,9,7,3,1,14,20,3,1,0,4,0,0,2.2,3.5,3.5,2.15,3.5,3.6,2.1,3.4,3.5
1857,2016,Liverpool,West Brom,W,2,1,2,2,0,2,26,21,6,7,1,9,13,3,2,1,3,0,0,1.29,6,13,1.28,6,12,1.3,5.5,9.5
1858,2016,Liverpool,Watford,W,6,1,2,3,0,2,24,28,11,17,8,14,10,6,3,1,2,0,0,1.29,6,12,1.26,6,11,1.3,5.5,9.5
1859,2016,Liverpool,Sunderland,W,2,0,2,0,0,1,3,27,6,7,1,5,9,9,4,1,3,0,0,1.17,8.5,19,1.17,7.5,15.5,1.2,6.5,15
1860,2016,Liverpool,West Ham,D,2,2,1,1,2,0,21,18,7,3,3,7,8,11,4,2,0,0,0,1.3,6,11,1.3,5.75,9,1.3,5.5,9.5
1861,2016,Liverpool,Stoke,W,4,1,2,2,1,2,24,20,6,6,2,9,6,8,2,0,1,0,0,1.3,5.5,10,1.3,5.25,9,1.3,5.5,9.5
1862,2016,Liverpool,Man City,W,1,0,2,1,0,2,6,5,9,1,2,12,12,4,6,2,1,0,0,2.35,3.6,3.1,2.3,3.5,3,2.4,3.3,2.95
1863,2016,Liverpool,Arsenal,D,3,3,1,2,2,1,23,22,14,6,5,9,7,9,3,2,0,0,0,2.88,3.4,2.6,2.9,3.25,2.6,2.75,3.3,2.4
1864,2016,Liverpool,Man United,L,0,1,0,0,0,1,21,19,7,4,1,6,18,5,4,0,2,0,0,2.3,3.25,3.5,2.3,3.1,3.5,2.5,3.2,2.75
1865,2016,Liverpool,Sunderland,D,2,2,1,0,0,1,33,16,7,5,2,4,12,7,2,1,1,0,0,1.44,4.75,8.5,1.44,4.33,8,1.4,4.4,7.3
1866,2016,Liverpool,Man City,W,3,0,2,2,0,2,20,11,4,7,2,14,14,3,2,0,1,0,0,2.63,3.4,2.88,2.55,3.2,2.75,2.6,3.2,2.6
1867,2016,Liverpool,Tottenham,D,1,1,1,0,0,1,14,15,18,7,5,11,11,12,9,2,0,0,0,2.5,3.4,3,2.45,3.3,2.8,2.4,3.3,2.75
1868,2016,Liverpool,Stoke,W,4,1,2,2,1,2,21,14,10,6,3,14,14,6,3,0,2,0,0,1.55,4,5.75,1.57,3.75,6,1.65,3.6,5.1
1869,2016,Liverpool,Everton,W,4,0,2,2,0,2,33,37,3,13,0,8,11,9,1,1,1,0,1,1.73,4,5,1.7,3.75,4.75,1.75,3.5,4.5
1870,2016,Liverpool,Newcastle,D,2,2,1,2,0,2,1,13,6,4,3,8,17,5,4,1,1,0,0,1.57,4.5,6,1.57,4.2,5.25,1.5,4,6.1
1871,2016,Liverpool,Watford,W,2,0,2,1,0,2,18,19,14,5,3,10,15,8,8,1,2,0,0,1.5,4.5,7.5,1.44,4.4,6.75,1.4,4.4,7.3
1872,2016,Liverpool,Chelsea,D,1,1,1,0,1,0,24,28,13,9,7,11,12,7,3,3,1,0,0,2,3.8,3.8,1.95,3.5,3.7,1.9,3.45,3.8
1873,2015,Liverpool,Bournemouth,W,1,0,2,1,0,2,6,18,13,2,2,11,18,6,8,1,4,0,0,1.45,4.75,8,1.48,4.75,7.25,1.4,4.4,7.3
1874,2015,Liverpool,West Ham,L,0,3,0,0,2,0,16,13,12,1,5,17,11,5,7,3,1,1,1,1.36,5.5,9,1.36,5,7.25,1.4,4.4,7.3
1875,2015,Liverpool,Norwich,D,1,1,1,0,0,1,3,23,7,7,2,4,13,6,2,1,2,0,0,1.67,4,5.75,1.67,3.8,5.5,1.55,3.9,5.6
1876,2015,Liverpool,Aston Villa,W,3,2,2,1,0,2,14,21,10,12,4,8,13,11,1,0,0,0,0,1.53,4.33,7,1.53,4.2,6.5,1.5,4,6.1
1877,2015,Liverpool,Southampton,D,1,1,1,0,0,1,1,15,8,2,3,8,11,10,7,1,0,0,1,2.05,3.6,3.8,2.05,3.5,3.6,1.85,3.45,4
1878,2015,Liverpool,Crystal Palace,L,1,2,0,1,1,1,26,22,9,4,4,7,6,14,6,1,2,0,0,1.67,3.8,6,1.67,3.7,5,1.6,3.7,5.4
1879,2015,Liverpool,Swansea,W,1,0,2,0,0,1,3,10,8,2,0,12,6,8,7,3,1,0,0,1.44,4.75,8,1.45,4.4,7.5,1.5,4,6.1
1880,2015,Liverpool,West Brom,D,2,2,1,1,1,1,6,28,4,8,2,7,10,4,4,0,0,0,0,1.4,4.75,10,1.4,4.5,8.5,1.4,4.4,7.3
1881,2015,Liverpool,Leicester,W,1,0,2,0,0,1,20,25,7,4,3,11,8,7,6,2,1,0,0,1.91,3.8,3.8,1.95,3.7,3.75,1.9,3.45,3.8
1882,2015,Liverpool,Leicester,D,2,2,1,2,0,2,23,18,16,6,3,13,10,4,5,2,2,0,0,1.4,5,9,1.4,5,7.75,1.4,4.4,7.3
1883,2015,Liverpool,West Ham,W,2,0,2,0,0,1,1,21,7,7,2,12,12,5,7,1,1,0,0,1.67,4,5.75,1.7,3.8,4.5,1.6,3.7,5.4
1884,2015,Liverpool,Tottenham,W,3,2,2,1,1,1,29,16,14,7,5,13,17,5,7,3,6,0,0,1.91,3.8,4.2,1.91,3.75,4,1.9,3.45,3.8
1885,2015,Liverpool,Man City,W,2,1,2,1,1,1,21,11,8,5,1,8,16,3,0,1,3,0,0,3.1,3.6,2.38,3,3.4,2.4,2.75,3.3,2.4
1886,2015,Liverpool,Burnley,W,2,0,2,1,0,2,18,20,9,8,1,8,14,6,5,0,1,0,0,1.36,5.25,10,1.36,5,9.25,1.35,4.8,7.6
1887,2015,Liverpool,Man United,L,1,2,0,0,1,0,20,7,6,1,4,14,17,2,3,2,2,1,0,2.05,3.4,3.6,2.15,3.4,3.6,2.2,3.2,3.2
1888,2015,Liverpool,Newcastle,W,2,0,2,1,0,2,18,14,10,6,3,8,17,6,6,2,0,0,1,1.4,5,9,1.4,5,8.25,1.45,4,7
1889,2015,Liverpool,QPR,W,2,1,2,1,0,2,20,25,10,8,2,9,18,9,6,2,3,0,1,1.36,5.25,10,1.36,5.25,8.75,1.42,4.6,6.4
1890,2015,Liverpool,Crystal Palace,L,1,3,0,1,1,1,14,18,15,3,6,10,17,4,5,2,3,0,0,1.45,4.75,8,1.45,4.75,7,1.45,4,7
1891,2014,Liverpool,Southampton,W,2,1,2,1,0,2,21,12,12,5,6,8,11,2,6,1,2,0,0,1.33,5.75,10,1.36,4.5,8.75,1.35,4.8,7.6
1892,2014,Liverpool,Aston Villa,L,0,1,0,0,1,0,18,18,5,1,1,9,10,7,6,2,1,0,0,1.3,6,11,1.3,5.5,11,1.27,5.2,10
1893,2014,Liverpool,Everton,D,1,1,1,0,0,1,20,24,11,8,5,8,9,8,2,2,1,0,0,1.91,3.75,4.33,1.95,3.6,4,1.8,3.5,4.2
1894,2014,Liverpool,West Brom,W,2,1,2,1,0,2,24,19,8,7,4,12,15,5,5,2,2,0,0,1.44,5,7.5,1.44,4.33,7,1.45,4,7
1895,2014,Liverpool,Hull,D,0,0,1,0,0,1,26,17,6,4,3,12,17,14,1,3,2,0,0,1.44,4.75,8,1.45,4.25,7,1.4,4.6,6.8
1896,2014,Liverpool,Chelsea,L,1,2,0,1,1,1,3,12,15,4,5,9,12,5,7,2,5,0,0,3.4,3.4,2.3,3.1,3.25,2.3,3.2,3.2,2.2
1897,2014,Liverpool,Stoke,W,1,0,2,0,0,1,6,16,13,3,4,11,9,5,5,0,3,0,0,1.73,4,5,1.75,4,4.75,1.7,3.6,4.7
1898,2014,Liverpool,Sunderland,D,0,0,1,0,0,1,26,15,7,2,1,12,15,5,7,1,3,0,0,1.5,4.5,7.5,1.53,4.1,7,1.6,3.7,5.4
1899,2014,Liverpool,Arsenal,D,2,2,1,1,1,1,24,27,7,10,3,6,14,10,6,0,3,1,0,2.8,3.5,2.6,2.75,3.4,2.62,2.65,3.3,2.5
1900,2014,Liverpool,Swansea,W,4,1,2,1,0,2,1,21,11,11,4,8,5,6,3,1,0,0,0,1.7,4,5.5,1.7,4,5,1.67,3.55,5
1901,2014,Liverpool,Hull,W,2,0,2,1,0,2,6,17,10,6,0,15,15,3,4,1,2,0,0,1.3,6,11,1.25,5.75,10.5,1.27,5.2,10
1902,2014,Liverpool,Aston Villa,D,2,2,1,1,2,0,14,14,12,6,3,14,18,2,3,1,4,0,0,1.22,7,15,1.2,6.75,11.5,1.22,5.5,12
1903,2014,Liverpool,Everton,W,4,0,2,3,0,2,20,20,18,9,4,11,13,5,8,0,3,0,0,1.83,3.9,4.5,1.75,3.8,4.33,1.8,3.5,4.2
1904,2014,Liverpool,Arsenal,W,5,1,2,4,0,2,24,22,11,12,6,14,14,6,6,1,2,0,0,2.2,3.6,3.4,2.1,3.5,3.25,2.2,3.3,3.1
1905,2014,Liverpool,Swansea,W,4,3,2,3,2,2,23,21,14,10,5,9,11,3,5,1,0,0,0,1.3,5.75,12,1.31,5.25,9,1.27,5.2,10
1906,2014,Liverpool,Sunderland,W,2,1,2,1,0,2,16,21,12,7,4,5,15,3,4,0,2,0,0,1.17,9,19,1.16,7.5,14.5,1.2,5.8,13
1907,2014,Liverpool,Tottenham,W,4,0,2,2,0,2,29,11,15,5,4,9,9,5,7,0,2,0,0,1.48,4.75,7.5,1.42,4.6,7,1.5,4,6.1
1908,2014,Liverpool,Man City,W,3,2,2,2,0,2,21,10,13,4,5,7,9,7,7,1,3,1,0,2.45,3.7,2.9,2.35,3.3,2.9,2.3,3.2,3
1909,2014,Liverpool,Chelsea,L,0,2,0,0,1,0,20,26,11,8,4,9,7,14,3,0,4,0,0,1.67,4.2,5.25,1.62,4.1,4.75,1.65,3.6,5.1
1910,2014,Liverpool,Newcastle,W,2,1,2,0,1,0,29,13,8,5,2,8,16,6,2,1,3,0,2,1.22,7.5,13,1.2,6.5,12.5,1.2,6,12.5
1911,2013,Liverpool,Stoke,W,1,0,2,1,0,2,20,26,10,11,4,11,11,12,6,1,1,0,0,1.4,5,9.5,1.4,4.33,8.25,1.4,4.4,7.3
1912,2013,Liverpool,Man United,W,1,0,2,1,0,2,1,10,10,5,4,15,15,2,7,2,4,0,0,2.63,3.4,2.88,2.6,3.3,2.65,2.6,3.2,2.6
1913,2013,Liverpool,Southampton,L,0,1,0,0,0,1,26,10,12,5,7,6,9,6,6,0,1,0,0,1.6,4,6.5,1.57,4,5.75,1.55,3.9,5.6
1914,2013,Liverpool,Crystal Palace,W,3,1,2,3,0,2,3,13,11,7,2,11,6,11,3,2,1,0,0,1.2,7.5,17,1.2,6.5,13,1.22,5.5,12
1915,2013,Liverpool,West Brom,W,4,1,2,2,0,2,14,18,15,7,3,14,11,3,9,0,2,0,0,1.44,4.75,8,1.36,4.75,8.25,1.37,4.6,7.5
1916,2013,Liverpool,Fulham,W,4,0,2,3,0,2,23,32,4,10,1,13,9,9,3,0,1,0,0,1.25,6.5,15,1.26,5.5,11,1.25,5.5,10.3
1917,2013,Liverpool,Norwich,W,5,1,2,3,0,2,3,28,14,12,5,10,6,4,0,3,1,0,0,1.29,6,12,1.22,6.25,11,1.25,5.5,10.3
1918,2013,Liverpool,West Ham,W,4,1,2,1,0,2,24,32,8,9,1,9,12,8,4,0,3,0,1,1.29,6,12,1.28,5.25,10.5,1.25,5.5,10.3
1919,2013,Liverpool,Cardiff,W,3,1,2,3,0,2,19,27,10,7,3,11,13,9,5,2,0,0,0,1.2,7.5,16,1.2,6.75,12,1.22,5.5,12
1920,2023,Man City,Tottenham,W,4,2,2,0,2,0,35,16,9,6,3,10,14,8,3,1,2,0,0,1.36,5,8.5,1.37,5.25,7.75,1.37,5.5,7.75
1921,2023,Man City,Wolves,W,3,0,2,1,0,2,8,13,10,7,1,10,10,5,7,1,2,0,0,1.2,8,11,1.19,7.25,14.5,1.2,7,14
1922,2023,Man City,Aston Villa,W,3,1,2,3,0,2,32,17,6,9,2,13,14,8,4,1,2,0,0,1.25,6.5,11,1.24,6.5,12,1.25,6.5,11
1923,2023,Man City,Newcastle,W,2,0,2,1,0,2,35,11,5,3,2,8,13,8,4,2,4,0,0,1.45,4.5,7,1.44,4.6,7,1.47,4.6,6.75
1924,2023,Man City,Liverpool,W,4,1,2,1,1,1,35,17,4,8,1,9,12,7,1,1,1,0,0,1.62,4.2,5,1.61,4.1,5.25,1.63,4.3,4.9
1925,2023,Man City,Leicester,W,3,1,2,3,0,2,9,12,10,4,4,8,8,6,2,1,1,0,0,1.14,8.5,15,1.16,8.25,17.5,1.17,7.75,16
1926,2023,Man City,Arsenal,W,4,1,2,2,0,2,24,14,8,9,2,13,13,1,3,3,1,0,0,1.55,4.5,5.25,1.55,4.4,5.5,1.55,4.5,5.5
1927,2023,Man City,West Ham,W,3,0,2,0,0,1,12,16,6,7,2,8,8,6,3,0,1,0,0,1.2,7,13,1.21,7,13,1.2,7.25,13
1928,2023,Man City,Leeds,W,2,1,2,2,0,2,0,18,4,6,2,3,16,10,1,0,3,0,0,1.17,8.5,15,1.16,8.25,16,1.2,8,11
1929,2023,Man City,Chelsea,W,1,0,2,1,0,2,24,15,13,2,6,12,9,5,2,0,2,0,0,1.25,6,11,1.25,6.25,11,1.27,6.25,11
1930,2022,Man City,Chelsea,W,1,0,2,0,0,1,6,11,4,6,1,11,6,9,1,0,2,0,0,1.65,4,5,1.68,3.9,5,1.75,3.7,4.8
1931,2022,Man City,Brentford,W,2,0,2,1,0,2,9,15,6,7,2,7,13,9,3,0,0,0,0,1.1,9.5,23,1.11,10,23,1.12,9.5,22
1932,2022,Man City,Tottenham,L,2,3,0,1,1,1,3,21,6,4,5,5,7,10,0,0,3,0,0,1.28,6,10,1.26,5.75,12,1.3,5.75,9.5
1933,2022,Man City,Man United,W,4,1,2,2,1,2,24,24,5,10,2,10,14,9,3,0,1,0,0,1.4,4.75,7.5,1.37,4.8,8.5,1.43,4.8,7
1934,2022,Man City,Liverpool,D,2,2,1,2,1,2,3,11,6,5,4,9,11,4,1,1,4,0,0,2,3.75,3.5,2,3.75,3.4,2.05,3.5,3.55
1935,2022,Man City,Brighton,W,3,0,2,0,0,1,22,17,2,5,1,12,7,7,4,0,3,0,0,1.16,7,17,1.18,7,17,1.2,6.75,15
1936,2022,Man City,Watford,W,5,1,2,3,1,2,16,21,5,8,2,9,7,11,4,1,0,0,0,1.1,10,26,1.12,9.75,23,1.12,9.5,22
1937,2022,Man City,Newcastle,W,5,0,2,2,0,2,34,21,7,9,3,6,11,8,2,1,3,0,0,1.16,7,17,1.16,8,16.5,1.2,7.5,13
1938,2022,Man City,Aston Villa,W,3,2,2,0,1,0,24,24,4,5,2,5,11,13,1,0,1,0,0,1.16,8,17,1.17,8,15,1.15,7.5,18
1939,2022,Man City,Bournemouth,W,4,0,2,3,0,2,8,19,3,7,1,9,9,11,1,0,3,0,0,1.06,13,29,1.07,12.5,41,1.08,12,27
1940,2022,Man City,Crystal Palace,W,4,2,2,0,2,0,9,18,2,5,2,14,8,6,1,1,2,0,0,1.18,7.5,13,1.19,7.25,12.5,1.2,7.5,13
1941,2022,Man City,Nott'm Forest,W,6,0,2,3,0,2,30,17,8,9,1,9,7,10,1,0,1,0,0,1.06,13,29,1.08,12.5,34,1.07,12,28
1942,2022,Man City,Man United,W,6,3,2,4,0,2,24,22,12,10,8,3,9,5,1,0,3,0,0,1.33,5.75,7.5,1.34,5.5,7.75,1.35,5.75,7.75
1943,2022,Man City,Southampton,W,4,0,2,2,0,2,0,21,5,8,0,4,8,9,1,0,1,0,0,1.11,10,17,1.12,10.5,20,1.12,10,19
1944,2022,Man City,Brighton,W,3,1,2,2,0,2,6,10,8,4,2,11,12,7,3,1,3,0,0,1.2,7,13,1.2,7.25,13,1.22,6.75,13
1945,2022,Man City,Fulham,W,2,1,2,1,1,1,9,16,4,5,2,6,11,9,0,2,4,1,0,1.11,9.5,19,1.13,9.75,19,1.15,9.5,16
1946,2022,Man City,Brentford,L,1,2,0,1,1,1,28,29,10,6,8,9,7,10,2,2,2,0,0,1.14,8,17,1.14,9,18,1.15,8.5,18
1947,2022,Man City,Everton,D,1,1,1,1,0,2,0,16,2,3,1,13,14,7,1,3,4,0,0,1.13,9,19,1.13,8.25,21,1.12,8.75,20
1948,2021,Man City,Brighton,W,1,0,2,1,0,2,9,16,5,6,1,4,12,8,4,0,2,0,0,1.14,8.5,16,1.2,6.75,14.5,1.18,7.4,14
1949,2021,Man City,Crystal Palace,W,4,0,2,1,0,2,18,13,2,6,0,9,8,11,1,0,0,0,0,1.14,8.5,17,1.17,7.75,14.5,1.18,7.2,15.5
1950,2021,Man City,Aston Villa,W,2,0,2,0,0,1,14,28,11,9,4,10,9,16,2,0,2,0,0,1.22,6.5,12,1.25,6.25,11.5,1.27,6,10
1951,2021,Man City,Sheffield United,W,1,0,2,1,0,2,8,10,4,5,1,7,10,10,0,0,3,0,0,1.12,9,18,1.14,8,19.5,1.12,8.5,23
1952,2021,Man City,Tottenham,W,3,0,2,1,0,2,30,15,7,6,3,12,13,4,2,1,3,0,0,1.28,5.75,9.5,1.33,5.5,8.75,1.33,5.25,8.75
1953,2021,Man City,West Ham,W,2,1,2,1,1,1,24,10,9,3,3,8,11,4,2,1,1,0,0,1.22,6.5,12,1.22,6.75,12,1.25,6.25,12
1954,2021,Man City,Wolves,W,4,1,2,1,0,2,5,22,6,10,1,9,5,10,2,0,1,0,0,1.18,7,15,1.22,6.25,14,1.25,6,14
1955,2021,Man City,Man United,L,0,2,0,0,1,0,3,23,8,6,6,9,12,6,2,0,3,0,0,1.45,4.5,7,1.5,4.2,6.75,1.5,4.4,6.5
1956,2021,Man City,Southampton,W,5,2,2,3,1,2,14,17,11,10,6,6,4,5,5,1,0,0,0,1.18,7.5,15,1.22,6.75,11.5,1.22,6.75,14
1957,2021,Man City,Leeds,L,1,2,0,0,1,0,1,29,2,7,2,12,15,9,3,3,1,0,1,1.28,5.75,10,1.28,6,10,1.33,6,8
1958,2021,Man City,Chelsea,L,1,2,0,1,0,2,3,16,12,4,5,12,10,6,2,2,0,0,0,1.9,3.4,4.2,1.91,3.4,4.25,1.95,3.4,4.2
1959,2021,Man City,Everton,W,5,0,2,2,0,2,24,21,8,11,3,8,10,7,5,2,2,0,0,1.44,5,6.5,1.44,5,6.5,1.47,4.9,6
1960,2021,Man City,Norwich,W,5,0,2,2,0,2,10,16,1,4,0,13,7,6,1,1,0,0,0,1.08,11,26,1.11,9.5,23,1.12,9.5,22
1961,2021,Man City,Arsenal,W,5,0,2,3,0,2,20,25,1,10,0,5,7,14,0,1,2,0,1,1.25,6,12,1.25,6.25,11.5,1.27,6,11
1962,2021,Man City,Southampton,D,0,0,1,0,0,1,14,18,10,1,2,5,12,8,5,0,2,0,0,1.12,9.5,17,1.14,8.25,19.5,1.17,7.75,16
1963,2021,Man City,Burnley,W,2,0,2,1,0,2,20,15,7,6,2,11,5,6,2,1,0,0,0,1.12,9,19,1.13,8.5,21,1.12,9,21
1964,2021,Man City,Crystal Palace,L,0,2,0,0,1,0,1,14,8,3,3,11,11,7,1,2,3,1,0,1.14,8,19,1.16,7.5,19,1.15,8,17
1965,2021,Man City,Everton,W,3,0,2,1,0,2,34,17,4,7,1,5,7,7,1,1,1,0,0,1.14,8,19,1.16,8,17.5,1.2,7,14
1966,2021,Man City,West Ham,W,2,1,2,1,0,2,24,19,5,9,3,7,6,8,4,2,0,0,0,1.28,5.75,10,1.32,5.25,9.5,1.3,5.5,11
1967,2021,Man City,Wolves,W,1,0,2,0,0,1,14,24,2,10,1,12,5,14,1,3,2,0,1,1.14,8,19,1.17,7.75,16,1.15,7.75,19
1968,2021,Man City,Leeds,W,7,0,2,3,0,2,30,31,6,15,3,5,9,6,2,1,1,0,0,1.14,8.5,15,1.14,8.75,19,1.15,8.25,16
1969,2021,Man City,Leicester,W,6,3,2,4,0,2,5,17,14,9,8,11,9,14,4,1,2,0,0,1.18,7.5,13,1.18,8,13.5,1.17,7.75,15
1970,2020,Man City,Everton,W,2,1,2,0,0,1,1,16,7,7,2,11,11,3,6,0,4,0,0,1.25,6.5,10,1.26,6.25,10.5,1.28,6.1,9.5
1971,2020,Man City,Crystal Palace,D,2,2,1,0,1,0,36,25,5,6,3,9,7,14,2,1,2,0,0,1.1,11,19,1.11,9.75,23,1.1,10,23
1972,2020,Man City,West Ham,W,2,0,2,1,0,2,16,20,3,7,0,5,7,6,1,0,1,0,0,1.12,9.5,17,1.13,9,18,1.13,9.1,17
1973,2020,Man City,Arsenal,W,3,0,2,1,0,2,3,20,3,12,0,9,7,5,2,1,1,0,1,1.36,5.25,7.5,1.34,5.25,8.25,1.35,5.5,7.8
1974,2020,Man City,Burnley,W,5,0,2,3,0,2,1,19,1,7,0,8,7,3,1,1,1,0,0,1.12,9,15,1.15,9,15,1.13,8.6,18.5
1975,2020,Man City,Liverpool,W,4,0,2,3,0,2,3,14,11,6,3,8,7,3,3,2,2,0,0,2.05,3.9,3.3,2.05,3.8,3.3,2.05,3.8,3.3
1976,2020,Man City,Newcastle,W,5,0,2,2,0,2,0,23,6,9,1,12,7,8,1,0,0,0,0,1.12,9,21,1.12,9.25,21,1.13,8.5,20
1977,2020,Man City,Bournemouth,W,2,1,2,2,0,2,18,8,15,4,3,10,10,3,5,1,1,0,0,1.14,8.5,17,1.16,8,15.5,1.17,8,14
1978,2020,Man City,Norwich,W,5,0,2,2,0,2,6,31,5,10,4,7,4,9,0,1,1,0,0,1.08,11,26,1.05,13.5,41,1.07,12,30
1979,2020,Man City,Leicester,L,2,5,0,1,1,1,24,16,7,5,7,13,8,3,4,1,3,0,0,1.28,6,9.5,1.3,6,9,1.3,5.75,9
1980,2020,Man City,Arsenal,W,1,0,2,1,0,2,5,13,11,5,3,15,10,6,6,4,1,0,0,1.44,5,6.5,1.48,4.75,6,1.5,4.5,5.75
1981,2020,Man City,Liverpool,D,1,1,1,1,1,1,6,7,10,2,3,19,11,1,2,3,1,0,0,1.95,4.2,3.4,1.95,4,3.5,2,3.8,3.4
1982,2020,Man City,Burnley,W,5,0,2,3,0,2,18,19,9,6,1,12,4,6,4,0,0,0,0,1.16,7.5,16,1.18,7.5,15,1.17,7.5,14
1983,2020,Man City,Fulham,W,2,0,2,2,0,2,14,16,6,6,1,7,6,9,3,0,0,0,0,1.1,11,19,1.11,10,21,1.12,9,18
1984,2020,Man City,West Brom,D,1,1,1,1,1,1,28,26,5,7,1,5,8,13,2,2,3,0,0,1.09,11,21,1.1,10.5,23,1.1,9.5,24
1985,2020,Man City,Newcastle,W,2,0,2,1,0,2,1,11,7,6,2,5,12,7,3,2,2,0,0,1.11,10,19,1.12,9,23,1.12,8.75,20
1986,2019,Man City,Tottenham,D,2,2,1,2,1,2,24,30,3,10,2,14,4,13,2,1,0,0,0,1.36,5.25,8,1.35,5.5,7.75,1.35,5.3,8
1987,2019,Man City,Brighton,W,4,0,2,2,0,2,14,15,6,6,2,10,6,8,1,1,1,0,0,1.08,10,26,1.07,11.5,31,1.08,10.5,29
1988,2019,Man City,Watford,W,8,0,2,5,0,2,22,28,5,11,4,5,9,5,4,2,2,0,0,1.1,11,21,1.11,10.5,17.5,1.12,9,20
1989,2019,Man City,Wolves,L,0,2,0,0,0,1,6,18,7,2,2,11,14,9,1,5,2,0,0,1.12,9,21,1.13,9,19.5,1.13,9,18
1990,2019,Man City,Aston Villa,W,3,0,2,0,0,1,10,25,11,9,5,10,5,13,7,1,1,1,0,1.08,11,26,1.09,11,23,1.09,11,26
1991,2019,Man City,Southampton,W,2,1,2,0,1,0,18,26,3,4,3,11,10,17,0,3,1,0,0,1.07,13,23,1.09,11,23,1.08,11,27
1992,2019,Man City,Chelsea,W,2,1,2,2,1,2,20,15,11,4,2,5,9,8,2,1,1,0,0,1.44,5,6.5,1.45,5,6.25,1.45,4.5,7
1993,2019,Man City,Man United,L,1,2,0,0,2,0,3,22,11,5,7,10,10,16,3,3,2,0,0,1.3,5.5,10,1.3,5.75,9.25,1.3,5.6,9.4
1994,2019,Man City,Leicester,W,3,1,2,2,1,2,22,23,5,12,2,14,9,6,1,2,2,0,0,1.36,5.25,7.5,1.36,5.5,7.5,1.37,5.3,7.4
1995,2019,Man City,Sheffield United,W,2,0,2,0,0,1,5,16,8,4,0,5,6,8,5,1,1,0,0,1.16,7.5,16,1.18,7.5,15,1.17,7.5,15
1996,2019,Man City,Liverpool,W,2,1,2,1,0,2,3,9,7,4,5,12,7,2,1,4,2,0,0,2.04,3.8,3.6,2.05,3.8,3.3,2.1,3.6,3.35
1997,2019,Man City,Wolves,W,3,0,2,2,0,2,6,24,3,9,0,6,3,12,1,1,0,0,1,1.18,8,17,1.18,7.5,14,1.2,7,13
1998,2019,Man City,Arsenal,W,3,1,2,2,1,2,20,19,4,12,2,11,8,4,2,1,1,0,0,1.33,6,9,1.3,6,8.75,1.35,5.3,8
1999,2019,Man City,Chelsea,W,6,0,2,4,0,2,22,15,12,9,4,9,13,2,2,1,2,0,0,1.5,4.75,7,1.48,4.5,6.5,1.55,4,6.2
2000,2019,Man City,West Ham,W,1,0,2,0,0,1,34,20,2,7,1,2,6,12,2,0,2,0,0,1.16,9,19,1.16,7.5,17,1.17,7.5,15
2001,2019,Man City,Watford,W,3,1,2,0,0,1,30,19,2,9,1,11,7,9,1,1,1,0,0,1.16,9,19,1.14,8.5,18,1.12,9,20
2002,2019,Man City,Cardiff,W,2,0,2,2,0,2,14,27,4,11,1,3,17,7,4,0,3,0,0,1.06,17,34,1.06,13,36,1.07,12,26
2003,2019,Man City,Tottenham,W,1,0,2,1,0,2,24,15,10,4,4,11,11,4,4,1,2,0,0,1.3,6,11,1.28,6,10,1.3,5.5,9.6
2004,2019,Man City,Leicester,W,1,0,2,0,0,1,22,19,7,5,2,12,5,11,0,3,2,0,0,1.12,8.5,17,1.14,8.75,17,1.15,8,17
2005,2018,Man City,Huddersfield,W,6,1,2,3,1,2,1,32,5,14,1,9,4,10,3,0,2,0,0,1.1,13,26,1.07,12,31,1.08,10.5,29
2006,2018,Man City,Newcastle,W,2,1,2,1,1,1,16,24,3,8,2,5,13,4,0,0,0,0,0,1.11,11,26,1.12,9.5,18.5,1.12,9,20
