Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
12/5/2019,Watford,West Ham,1,4,0,0,2,0,5,17,16,8,9,10,10,7,2,1,0,1,0,2.25,3.75,3.2,2.2,3.7,3.1,2.2,3.75,3.05
11/8/2017,Arsenal,Leicester,4,3,2,2,2,1,22,27,6,10,3,9,12,9,4,0,1,0,0,1.53,4.5,6.5,1.5,4.6,6.75,1.47,4.5,6.5
12/8/2017,Brighton,Man City,0,2,0,0,0,1,24,6,14,2,4,6,9,3,10,0,2,0,0,11.0,5.5,1.33,11.0,5.25,1.3,8.0,5.3,1.35
12/8/2017,Chelsea,Burnley,2,3,0,0,3,0,6,19,10,6,5,16,11,8,5,3,3,2,0,1.25,6.5,15.0,1.22,6.5,12.5,1.22,6.2,13.5
12/8/2017,Crystal Palace,Huddersfield,0,3,0,0,2,0,14,14,8,4,6,7,19,12,9,1,3,0,0,1.83,3.6,5.0,1.8,3.5,4.75,1.85,3.5,4.3
12/8/2017,Everton,Stoke,1,0,2,1,0,2,26,9,9,4,1,13,10,6,7,1,1,0,0,1.7,3.8,5.75,1.7,3.6,5.5,1.7,3.7,5.0
12/8/2017,Southampton,Swansea,0,0,1,0,0,1,23,29,4,2,0,10,13,13,0,2,1,0,0,1.62,4.0,6.5,1.57,4.0,6.0,1.65,3.8,5.3
12/8/2017,Watford,Liverpool,3,3,1,2,1,2,3,9,14,4,5,14,8,3,3,0,3,0,0,6.0,4.2,1.62,6.0,4.2,1.55,5.5,4.0,1.6
12/8/2017,West Brom,Bournemouth,1,0,2,1,0,2,33,16,9,6,2,15,3,8,2,3,1,0,0,2.4,3.3,3.3,2.4,3.2,3.1,2.3,3.3,3.15
13/08/2017,Man United,West Ham,4,0,2,1,0,2,20,22,9,6,1,19,7,11,1,2,2,0,0,1.3,5.75,12.0,1.28,5.5,11.0,1.33,5.3,8.7
13/08/2017,Newcastle,Tottenham,0,2,0,0,0,1,1,6,18,3,6,6,10,5,7,1,2,1,0,5.5,4.0,1.7,5.25,3.8,1.67,4.8,3.6,1.75
19/08/2017,Bournemouth,Watford,0,2,0,0,0,1,31,6,19,2,7,6,14,8,5,1,3,0,0,2.0,3.6,4.0,1.95,3.5,4.0,1.9,3.5,4.1
19/08/2017,Burnley,West Brom,0,1,0,0,0,1,20,20,8,0,1,11,11,5,5,1,0,0,1,2.63,3.2,3.0,2.55,3.0,3.1,2.4,3.2,3.05
19/08/2017,Leicester,Brighton,2,0,2,1,0,2,19,14,5,4,2,8,10,6,2,1,0,0,0,1.73,3.8,5.5,1.75,3.6,5.0,1.75,3.6,4.8
19/08/2017,Liverpool,Crystal Palace,1,0,2,0,0,1,16,23,4,13,1,12,13,4,2,1,3,0,0,1.36,5.25,9.5,1.34,5.25,9.0,1.35,5.3,8.0
19/08/2017,Southampton,West Ham,3,2,2,2,1,2,18,14,16,5,8,18,10,7,2,1,1,0,1,1.75,3.8,5.25,1.7,3.8,5.0,1.75,3.6,4.8
19/08/2017,Stoke,Arsenal,1,0,2,0,0,1,1,11,18,4,6,6,11,2,9,0,0,0,0,4.5,3.8,1.85,4.5,3.75,1.78,4.8,3.6,1.75
19/08/2017,Swansea,Man United,0,4,0,0,1,0,14,6,17,1,8,12,11,3,5,1,1,0,0,11.0,5.0,1.36,9.25,4.75,1.36,7.5,4.8,1.4
20/08/2017,Huddersfield,Newcastle,1,0,2,0,0,1,6,7,13,3,5,13,10,7,3,3,4,0,0,2.5,3.25,3.2,2.4,3.25,3.1,2.3,3.3,3.15
20/08/2017,Tottenham,Chelsea,1,2,0,0,1,0,3,18,9,6,2,14,21,14,3,3,3,0,0,2.1,3.6,3.75,2.0,3.5,3.75,2.1,3.4,3.5
21/08/2017,Man City,Everton,1,1,1,0,1,0,33,19,7,6,2,7,9,7,1,1,2,1,1,1.33,5.75,10.0,1.33,5.25,9.25,1.35,5.3,8.0
26/08/2017,Bournemouth,Man City,1,2,0,1,1,1,22,9,19,3,8,13,14,2,5,5,4,0,1,11.0,6.0,1.3,9.25,5.25,1.33,9.0,6.0,1.3
26/08/2017,Crystal Palace,Swansea,0,2,0,0,1,0,1,16,7,3,3,9,6,1,1,4,1,0,0,1.95,3.5,4.33,1.9,3.5,4.2,1.9,3.5,4.1
26/08/2017,Huddersfield,Southampton,0,0,1,0,0,1,34,16,6,6,3,10,10,5,4,0,1,0,0,3.9,3.4,2.1,3.9,3.2,2.1,3.15,3.3,2.3
26/08/2017,Man United,Leicester,2,0,2,0,0,1,24,22,11,7,4,8,7,9,3,1,2,0,0,1.33,5.5,11.0,1.34,5.0,9.75,1.25,6.0,11.0
26/08/2017,Newcastle,West Ham,3,0,2,1,0,2,26,16,8,8,3,17,11,7,5,1,3,0,0,2.3,3.4,3.4,2.25,3.25,3.4,2.3,3.3,3.15
26/08/2017,Watford,Brighton,0,0,1,0,0,1,10,8,16,0,2,7,18,3,11,0,1,1,0,1.91,3.4,4.0,1.9,3.5,4.25,1.85,3.5,4.3
27/08/2017,Chelsea,Everton,2,0,2,2,0,2,14,18,7,7,0,12,7,6,3,2,2,0,0,1.45,4.5,8.5,1.42,4.6,8.0,1.45,4.5,7.0
27/08/2017,Liverpool,Arsenal,4,0,2,2,0,2,6,18,8,10,0,6,9,4,3,2,4,0,0,2.15,3.7,3.5,2.15,3.4,3.4,2.1,3.4,3.5
27/08/2017,Tottenham,Burnley,1,1,1,0,0,1,18,28,13,5,3,9,9,10,7,0,0,0,0,1.25,6.5,15.0,1.22,6.5,12.5,1.27,6.0,10.0
27/08/2017,West Brom,Stoke,1,1,1,0,0,1,3,10,16,2,2,10,9,10,4,2,2,0,0,2.4,3.1,3.5,2.35,3.1,3.3,2.3,3.3,3.15
9/9/2017,Arsenal,Bournemouth,3,0,2,2,0,2,3,17,7,9,2,14,10,10,3,0,1,0,0,1.36,5.5,9.0,1.36,5.25,8.0,1.33,5.5,8.5
9/9/2017,Brighton,West Brom,3,1,2,1,0,2,5,12,12,6,3,9,4,2,6,2,0,0,0,2.7,3.1,3.0,2.6,3.0,3.0,2.65,3.3,2.65
9/9/2017,Everton,Tottenham,0,3,0,0,2,0,10,12,15,1,6,14,14,7,3,3,1,0,0,3.8,3.5,2.1,3.6,3.4,2.1,3.5,3.4,2.1
9/9/2017,Leicester,Chelsea,1,2,0,0,1,0,18,8,16,2,6,11,8,2,9,1,0,0,0,4.75,3.9,1.8,4.6,3.8,1.75,4.5,3.6,1.8
9/9/2017,Man City,Liverpool,5,0,2,2,0,2,14,13,10,7,3,10,9,8,3,2,2,0,1,1.85,4.0,4.2,1.85,3.8,4.0,2.0,3.4,3.8
9/9/2017,Southampton,Watford,0,2,0,0,1,0,19,9,12,1,3,8,11,7,4,0,0,0,0,1.65,4.0,6.0,1.65,3.8,5.5,1.65,3.8,5.3
9/9/2017,Stoke,Man United,2,2,1,1,1,1,26,10,18,5,8,10,10,5,11,0,0,0,0,7.5,4.5,1.5,6.5,4.33,1.5,6.2,4.0,1.55
10/9/2017,Burnley,Crystal Palace,1,0,2,1,0,2,24,4,23,2,5,7,14,3,13,1,1,0,0,2.3,3.25,3.5,2.3,3.2,3.3,2.5,3.3,2.85
10/9/2017,Swansea,Newcastle,0,1,0,0,0,1,23,10,16,4,8,11,15,7,5,2,3,0,0,2.4,3.25,3.3,2.4,3.1,3.2,2.2,3.35,3.3
11/9/2017,West Ham,Huddersfield,2,0,2,0,0,1,16,19,10,3,2,11,14,10,3,1,2,0,0,1.95,3.5,4.5,1.83,3.5,4.5,2.0,3.4,3.8
15/09/2017,Bournemouth,Brighton,2,1,2,0,0,1,6,15,9,3,2,5,12,6,4,0,0,0,0,2.15,3.4,3.8,2.1,3.3,3.7,2.2,3.35,3.3
16/09/2017,Crystal Palace,Southampton,0,1,0,0,1,0,33,14,13,3,4,14,13,5,5,5,1,0,0,3.0,3.3,2.6,2.95,3.25,2.5,2.85,3.3,2.5
16/09/2017,Huddersfield,Leicester,1,1,1,0,0,1,14,15,10,3,1,6,6,8,4,1,1,0,0,3.5,3.4,2.25,3.2,3.25,2.3,2.85,3.3,2.5
16/09/2017,Liverpool,Burnley,1,1,1,1,1,1,31,35,5,9,4,7,9,12,2,1,2,0,0,1.29,6.0,13.0,1.26,5.75,12.0,1.3,5.5,9.5
16/09/2017,Newcastle,Stoke,2,1,2,1,0,2,34,14,13,3,4,13,11,7,5,3,1,0,0,2.38,3.25,3.4,2.35,3.25,3.2,2.3,3.3,3.15
16/09/2017,Tottenham,Swansea,0,0,1,0,0,1,22,26,4,8,0,11,9,11,1,1,3,0,0,1.22,7.0,15.0,1.22,6.5,12.5,1.27,5.8,10.5
16/09/2017,Watford,Man City,0,6,0,0,3,0,3,7,28,1,10,8,6,3,11,2,0,0,0,9.0,6.0,1.33,9.25,5.25,1.33,8.0,5.3,1.35
16/09/2017,West Brom,West Ham,0,0,1,0,0,1,30,6,9,1,1,15,7,2,3,2,2,0,0,2.38,3.25,3.4,2.3,3.2,3.25,2.3,3.3,3.15
17/09/2017,Chelsea,Arsenal,0,0,1,0,0,1,24,13,11,4,2,11,15,5,1,1,3,1,0,1.8,4.0,4.5,1.75,4.0,4.4,1.85,3.5,4.3
17/09/2017,Man United,Everton,4,0,2,1,0,2,1,16,7,7,3,15,14,4,1,1,1,0,0,1.36,5.25,10.0,1.34,5.0,10.0,1.35,5.3,8.0
23/09/2017,Burnley,Huddersfield,0,0,1,0,0,1,5,5,9,3,2,9,13,3,4,3,2,0,0,2.15,3.25,3.9,2.15,3.1,3.75,2.2,3.25,3.4
23/09/2017,Everton,Bournemouth,2,1,2,0,0,1,20,12,8,4,4,12,11,4,6,3,1,0,0,1.65,4.0,5.75,1.65,3.75,5.5,1.65,3.8,5.3
23/09/2017,Leicester,Liverpool,2,3,0,1,2,0,3,12,23,7,6,13,14,3,6,3,3,0,0,4.1,3.9,1.91,4.0,3.75,1.87,3.8,3.4,2.0
23/09/2017,Man City,Crystal Palace,5,0,2,1,0,2,26,25,5,9,0,6,7,8,2,3,1,0,0,1.14,10.0,21.0,1.15,8.5,15.0,1.15,7.5,18.0
23/09/2017,Southampton,Man United,0,1,0,0,1,0,6,14,9,4,4,12,9,8,4,1,4,0,0,5.5,3.8,1.73,5.25,3.7,1.7,4.8,3.6,1.75
23/09/2017,Stoke,Chelsea,0,4,0,0,2,0,22,13,7,2,4,5,14,5,0,2,2,0,0,6.0,4.1,1.62,5.75,4.0,1.6,5.7,3.9,1.6
23/09/2017,Swansea,Watford,1,2,0,0,1,0,18,10,8,3,4,9,16,5,4,1,3,0,0,2.4,3.3,3.25,2.35,3.2,3.2,2.2,3.35,3.3
23/09/2017,West Ham,Tottenham,2,3,0,0,2,0,24,10,15,4,5,10,20,4,3,4,2,0,1,6.0,4.33,1.6,5.5,4.1,1.6,4.9,3.8,1.7
24/09/2017,Brighton,Newcastle,1,0,2,0,0,1,1,7,17,3,5,6,8,2,8,2,1,0,0,2.8,3.1,2.9,2.7,3.1,2.8,2.65,3.3,2.65
25/09/2017,Arsenal,West Brom,2,0,2,1,0,2,33,16,7,6,3,8,17,7,4,1,4,0,0,1.33,5.5,11.0,1.34,5.25,8.75,1.33,5.3,8.7
30/09/2017,Bournemouth,Leicester,0,0,1,0,0,1,10,19,8,4,1,6,10,7,5,1,0,0,0,2.8,3.25,2.5,2.7,3.3,2.5,2.65,3.3,2.65
30/09/2017,Chelsea,Man City,0,1,0,0,0,1,20,4,17,2,6,8,13,4,8,0,2,0,0,2.75,3.3,2.5,2.75,3.5,2.5,2.65,3.3,2.65
30/09/2017,Huddersfield,Tottenham,0,4,0,0,3,0,26,6,14,1,7,7,4,4,7,1,1,0,0,8.5,4.75,1.36,8.0,4.75,1.36,7.0,4.5,1.45
30/09/2017,Man United,Crystal Palace,4,0,2,2,0,2,22,18,6,7,1,6,9,6,5,0,0,0,0,1.17,7.0,15.0,1.15,7.0,16.5,1.17,7.5,15.0
30/09/2017,Stoke,Southampton,2,1,2,1,0,2,23,17,21,6,3,11,10,5,6,1,2,0,0,2.88,3.2,2.45,2.8,3.2,2.5,2.7,3.15,2.7
30/09/2017,West Brom,Watford,2,2,1,2,1,2,24,9,15,4,3,12,11,7,6,3,0,0,0,2.15,3.2,3.5,2.15,3.1,3.5,2.25,3.35,3.2
30/09/2017,West Ham,Swansea,1,0,2,0,0,1,31,9,6,4,1,15,13,2,1,3,2,0,0,1.8,3.5,4.5,1.8,3.4,4.5,1.9,3.5,4.1
1/10/2017,Arsenal,Brighton,2,0,2,1,0,2,16,25,9,12,1,7,8,6,5,0,2,0,0,1.2,6.5,13.0,1.22,6.0,12.0,1.25,6.5,10.0
1/10/2017,Everton,Burnley,0,1,0,0,1,0,14,23,5,4,2,14,7,9,3,2,2,0,0,1.67,3.6,5.75,1.62,3.7,5.5,1.7,3.7,5.0
1/10/2017,Newcastle,Liverpool,1,1,1,1,1,1,6,8,17,5,2,11,6,1,5,1,1,0,0,5.0,3.8,1.67,5.0,4.0,1.67,4.6,3.75,1.75
14/10/2017,Burnley,West Ham,1,1,1,0,1,0,34,20,8,5,6,11,14,7,4,2,2,0,1,2.75,3.25,2.8,2.65,3.25,2.75,2.6,3.3,2.7
14/10/2017,Crystal Palace,Chelsea,2,1,2,2,1,2,1,14,15,5,5,7,6,5,8,2,1,0,0,9.0,5.0,1.4,9.0,5.0,1.36,7.5,4.8,1.4
14/10/2017,Liverpool,Man United,0,0,1,0,0,1,20,19,6,5,1,7,13,7,3,0,2,0,0,2.8,3.25,2.8,2.7,3.3,2.65,2.65,3.3,2.65
14/10/2017,Man City,Stoke,7,2,2,3,1,2,6,20,5,11,1,5,8,5,0,0,1,0,0,1.14,9.5,21.0,1.14,9.0,16.0,1.17,7.5,15.0
14/10/2017,Swansea,Huddersfield,2,0,2,1,0,2,30,7,7,3,2,12,16,5,3,1,5,0,0,2.2,3.25,3.75,2.15,3.1,3.8,2.1,3.4,3.5
14/10/2017,Tottenham,Bournemouth,1,0,2,0,0,1,33,18,5,6,1,9,7,9,5,1,3,0,0,1.2,8.0,15.0,1.19,7.25,14.0,1.25,6.0,11.0
14/10/2017,Watford,Arsenal,2,1,2,0,1,0,26,11,9,2,6,8,10,2,5,1,0,0,0,5.25,4.33,1.65,5.25,4.1,1.62,4.6,3.7,1.75
15/10/2017,Brighton,Everton,1,1,1,0,0,1,24,12,13,3,6,12,10,7,1,4,1,0,0,3.25,3.3,2.4,3.2,3.2,2.35,2.95,3.3,2.4
15/10/2017,Southampton,Newcastle,2,2,1,0,1,0,16,12,19,2,5,11,12,3,8,1,2,0,0,1.91,3.6,4.5,1.85,3.5,4.5,1.8,3.6,4.5
16/10/2017,Leicester,West Brom,1,1,1,0,0,1,22,11,5,3,1,13,6,4,1,2,2,0,0,2.05,3.4,4.2,2.0,3.3,4.1,1.9,3.5,4.1
20/10/2017,West Ham,Brighton,0,3,0,0,2,0,20,16,7,2,5,5,13,10,3,1,0,0,0,1.83,3.5,5.25,1.8,3.5,4.75,1.85,3.5,4.3
21/10/2017,Chelsea,Watford,4,2,2,1,1,1,14,14,16,8,5,13,16,6,6,2,3,0,0,1.36,5.25,10.0,1.35,5.0,9.25,1.35,5.3,8.0
21/10/2017,Huddersfield,Man United,2,1,2,2,0,2,18,5,9,3,3,10,12,4,7,4,2,0,0,11.0,5.0,1.36,9.5,5.25,1.33,8.0,5.3,1.35
21/10/2017,Man City,Burnley,3,0,2,1,0,2,31,15,6,10,0,10,6,4,5,2,3,0,0,1.11,12.0,26.0,1.09,11.0,26.0,1.15,7.5,18.0
21/10/2017,Newcastle,Crystal Palace,1,0,2,0,0,1,34,7,10,3,0,12,14,3,5,4,2,0,0,2.0,3.5,4.2,1.95,3.4,4.1,1.9,3.5,4.1
21/10/2017,Southampton,West Brom,1,0,2,0,0,1,10,20,7,6,2,10,8,8,3,0,1,0,0,1.85,3.39,5.25,1.8,3.4,5.0,1.9,3.5,4.1
21/10/2017,Stoke,Bournemouth,1,2,0,0,2,0,19,10,7,2,3,17,10,8,3,0,1,0,0,2.14,3.5,3.6,2.2,3.3,3.4,2.0,3.4,3.8
21/10/2017,Swansea,Leicester,1,2,0,0,1,0,24,19,11,4,6,6,9,7,6,0,1,0,0,2.79,3.25,2.75,2.75,3.25,2.65,2.4,3.3,2.95
22/10/2017,Everton,Arsenal,2,5,0,1,1,1,6,8,30,3,14,14,14,0,7,1,1,1,0,3.79,3.6,2.04,3.9,3.6,1.95,3.8,3.4,2.0
22/10/2017,Tottenham,Liverpool,4,1,2,3,1,2,1,14,12,6,7,2,8,3,5,0,1,0,0,2.25,3.5,3.39,2.15,3.4,3.4,2.2,3.35,3.3
28/10/2017,Arsenal,Swansea,2,1,2,0,1,0,18,17,4,5,2,9,9,5,2,0,0,0,0,1.25,7.0,12.0,1.25,6.5,10.5,1.25,6.0,11.0
28/10/2017,Bournemouth,Chelsea,0,1,0,0,0,1,6,7,18,1,5,5,5,5,5,2,0,0,0,6.0,4.2,1.61,5.25,4.2,1.62,5.7,3.9,1.6
28/10/2017,Crystal Palace,West Ham,2,2,1,0,2,0,33,19,6,9,2,18,15,11,2,1,2,0,0,2.39,3.29,3.29,2.35,3.3,3.1,2.4,3.3,2.95
28/10/2017,Liverpool,Huddersfield,3,0,2,0,0,1,16,16,1,8,0,10,8,9,2,0,1,0,0,1.25,6.75,13.0,1.22,6.5,12.5,1.25,6.0,11.0
28/10/2017,Man United,Tottenham,1,0,2,0,0,1,14,11,13,3,4,12,14,6,3,1,0,0,0,2.14,3.39,3.79,2.05,3.4,3.8,2.2,3.35,3.3
28/10/2017,Watford,Stoke,0,1,0,0,1,0,24,13,6,0,2,10,9,8,1,4,4,0,0,2.04,3.6,3.79,2.05,3.4,3.75,2.1,3.4,3.5
28/10/2017,West Brom,Man City,2,3,0,1,2,0,23,6,15,4,5,10,7,1,2,2,3,0,0,11.0,6.5,1.28,11.5,6.25,1.25,11.0,6.0,1.25
29/10/2017,Brighton,Southampton,1,1,1,0,1,0,26,7,6,2,1,9,10,2,7,3,1,0,0,3.29,3.2,2.45,3.1,3.1,2.45,2.85,3.3,2.5
29/10/2017,Leicester,Everton,2,0,2,2,0,2,1,9,16,3,2,6,10,3,10,0,2,0,0,2.14,3.39,3.75,2.15,3.3,3.6,2.2,3.35,3.3
30/10/2017,Burnley,Newcastle,1,0,2,0,0,1,22,12,12,5,5,9,10,5,3,3,0,0,0,2.89,3.2,2.7,2.85,3.2,2.6,2.65,3.3,2.65
4/11/2017,Huddersfield,West Brom,1,0,2,1,0,2,31,7,9,3,3,8,15,3,5,1,4,1,0,2.79,3.0,3.0,2.65,3.0,2.95,2.5,3.1,3.0
4/11/2017,Newcastle,Bournemouth,0,1,0,0,0,1,30,16,16,4,6,11,12,11,9,2,2,0,0,2.0,3.5,4.2,1.95,3.5,4.0,1.9,3.5,4.1
4/11/2017,Southampton,Burnley,0,1,0,0,0,1,19,13,5,3,1,4,4,9,1,0,0,0,0,1.66,3.75,6.5,1.62,3.6,6.5,1.75,3.6,4.8
4/11/2017,Stoke,Leicester,2,2,1,1,1,1,33,11,14,7,4,12,8,4,10,0,0,0,0,2.7,3.29,2.87,2.55,3.3,2.8,2.4,3.3,2.95
4/11/2017,Swansea,Brighton,0,1,0,0,1,0,22,12,5,2,2,13,12,8,7,2,1,0,0,2.39,3.2,3.39,2.35,3.1,3.3,2.2,3.35,3.3
4/11/2017,West Ham,Liverpool,1,4,0,0,2,0,26,6,15,1,7,9,13,2,3,3,0,0,0,5.25,4.33,1.66,5.0,4.1,1.65,4.8,3.6,1.75
5/11/2017,Chelsea,Man United,1,0,2,0,0,1,3,18,10,8,2,16,20,4,7,1,3,0,0,2.5,3.2,3.2,2.45,3.2,3.0,2.5,3.1,3.0
5/11/2017,Everton,Watford,3,2,2,0,0,1,10,10,11,5,3,14,12,2,5,0,2,0,0,2.2,3.39,3.6,2.1,3.4,3.6,2.1,3.4,3.5
5/11/2017,Man City,Arsenal,3,1,2,1,0,2,24,9,6,5,3,15,15,5,5,1,6,0,0,1.39,5.5,7.5,1.4,5.0,7.5,1.55,4.5,5.3
5/11/2017,Tottenham,Crystal Palace,1,0,2,0,0,1,16,12,11,2,3,6,7,10,9,0,2,0,0,1.28,6.0,12.0,1.26,6.0,11.0,1.27,6.0,10.0
18/11/2017,Arsenal,Tottenham,2,0,2,2,0,2,22,14,14,5,4,11,16,7,4,4,1,0,0,2.5,3.6,2.89,2.45,3.4,2.85,2.5,3.5,2.7
18/11/2017,Bournemouth,Huddersfield,4,0,2,2,0,2,19,11,20,5,3,13,10,8,11,3,2,1,0,1.83,3.5,5.25,1.83,3.4,4.75,2.0,3.4,3.8
18/11/2017,Burnley,Swansea,2,0,2,2,0,2,20,16,13,7,1,12,12,8,6,1,1,0,0,2.14,3.2,4.0,2.1,3.2,3.9,1.9,3.3,4.4
18/11/2017,Crystal Palace,Everton,2,2,1,2,2,1,3,16,8,7,5,9,26,9,4,2,3,0,0,2.39,3.25,3.29,2.4,3.25,3.1,2.6,3.25,2.75
18/11/2017,Leicester,Man City,0,2,0,0,1,0,10,2,12,0,4,8,10,1,7,1,1,0,0,9.5,5.75,1.33,8.0,5.75,1.33,8.0,5.3,1.35
18/11/2017,Liverpool,Southampton,3,0,2,2,0,2,23,21,5,8,0,15,9,10,2,1,1,0,0,1.39,5.0,9.0,1.4,4.75,8.25,1.45,4.4,7.2
18/11/2017,Man United,Newcastle,4,1,2,2,1,2,6,16,12,7,5,10,9,11,4,1,1,0,0,1.28,5.75,13.0,1.26,5.75,11.5,1.27,5.8,10.5
18/11/2017,West Brom,Chelsea,0,4,0,0,3,0,14,7,11,2,7,13,12,3,4,2,3,0,0,6.5,4.0,1.61,5.75,4.0,1.6,6.2,4.0,1.55
19/11/2017,Watford,West Ham,2,0,2,1,0,2,1,17,10,7,6,13,10,3,1,1,4,0,0,2.1,3.5,3.75,2.1,3.25,3.7,2.2,3.35,3.3
20/11/2017,Brighton,Stoke,2,2,1,1,2,0,18,9,13,3,6,13,5,6,7,1,0,0,0,2.39,3.2,3.39,2.4,3.1,3.2,2.4,3.3,2.95
24/11/2017,West Ham,Leicester,1,1,1,1,1,1,20,8,7,4,2,9,12,5,5,1,1,0,0,2.7,3.39,2.75,2.75,3.3,2.6,2.5,3.3,2.85
25/11/2017,Crystal Palace,Stoke,2,1,2,0,0,1,22,10,9,5,3,9,5,5,2,1,1,0,0,2.04,3.5,4.0,2.0,3.4,3.9,2.1,3.4,3.5
25/11/2017,Liverpool,Chelsea,1,1,1,0,0,1,24,16,11,4,3,10,7,7,8,0,0,0,0,2.14,3.6,3.5,2.15,3.5,3.3,2.2,3.3,3.4
25/11/2017,Man United,Brighton,1,0,2,0,0,1,26,15,8,4,2,9,9,5,0,0,2,0,0,1.19,7.0,19.0,1.18,7.25,15.5,1.2,6.5,15.0
25/11/2017,Newcastle,Watford,0,3,0,0,2,0,5,12,12,2,4,8,13,6,3,1,2,0,0,2.2,3.5,3.5,2.2,3.3,3.4,2.1,3.4,3.5
25/11/2017,Swansea,Bournemouth,0,0,1,0,0,1,34,10,9,1,5,18,6,4,5,4,2,0,0,2.79,3.25,2.79,2.8,3.1,2.7,2.5,3.3,2.85
25/11/2017,Tottenham,West Brom,1,1,1,0,1,0,23,24,5,5,2,10,13,8,0,1,4,0,0,1.25,6.0,16.0,1.22,6.25,13.5,1.3,5.5,9.5
26/11/2017,Burnley,Arsenal,0,1,0,0,0,1,18,8,17,2,2,8,14,5,5,2,0,0,0,6.5,4.5,1.53,5.75,4.4,1.55,5.7,3.9,1.6
26/11/2017,Huddersfield,Man City,1,2,0,1,0,2,6,4,14,0,5,10,10,3,7,2,3,1,0,17.0,8.0,1.18,15.0,7.25,1.18,15.0,6.5,1.2
26/11/2017,Southampton,Everton,4,1,2,1,1,1,16,17,5,5,2,6,13,7,2,0,0,0,0,1.9,3.39,4.75,1.83,3.5,4.6,2.0,3.4,3.8
28/11/2017,Brighton,Crystal Palace,0,0,1,0,0,1,1,10,10,4,4,13,8,10,5,2,0,0,0,2.7,3.1,3.0,2.6,3.1,2.9,2.5,3.15,2.95
28/11/2017,Leicester,Tottenham,2,1,2,2,0,2,3,7,18,4,6,7,10,4,9,1,2,0,0,5.0,3.89,1.75,4.75,3.75,1.75,4.7,3.7,1.75
28/11/2017,Watford,Man United,2,4,0,0,3,0,14,12,15,3,7,12,10,5,5,2,1,0,0,5.25,3.89,1.72,5.0,3.75,1.7,5.0,3.7,1.7
28/11/2017,West Brom,Newcastle,2,2,1,1,0,2,19,8,14,4,4,13,12,1,6,0,0,0,0,2.37,3.1,3.5,2.35,3.1,3.3,2.4,3.1,3.15
29/11/2017,Arsenal,Huddersfield,5,0,2,1,0,2,10,21,7,7,2,10,12,7,2,0,1,0,0,1.19,7.5,17.0,1.18,7.0,17.0,1.2,6.5,15.0
29/11/2017,Bournemouth,Burnley,1,2,0,0,1,0,31,10,10,2,4,9,11,4,6,0,1,0,0,2.0,3.39,4.33,2.0,3.3,4.1,2.1,3.3,3.6
29/11/2017,Chelsea,Swansea,1,0,2,0,0,1,26,21,2,10,0,10,7,15,1,1,0,0,0,1.18,8.0,17.0,1.19,6.75,16.5,1.2,6.5,15.0
29/11/2017,Everton,West Ham,4,0,2,2,0,2,24,8,7,5,3,16,6,2,6,2,1,0,0,2.37,3.29,3.29,2.3,3.3,3.2,2.2,3.35,3.3
29/11/2017,Man City,Southampton,2,1,2,0,0,1,30,26,7,12,2,12,11,6,5,1,1,0,0,1.19,8.0,15.0,1.17,7.5,17.0,1.17,7.5,15.0
29/11/2017,Stoke,Liverpool,0,3,0,0,1,0,20,10,14,1,7,8,10,5,9,1,5,0,0,6.5,4.5,1.55,6.0,4.4,1.53,6.2,4.0,1.55
2/12/2017,Arsenal,Man United,1,3,0,0,2,0,1,33,8,15,4,11,10,12,1,3,2,0,1,2.5,3.39,3.0,2.45,3.25,3.0,2.5,3.2,2.95
2/12/2017,Brighton,Liverpool,1,5,0,0,2,0,10,6,12,2,6,8,7,2,2,1,0,0,0,7.5,4.5,1.5,6.25,4.5,1.5,6.5,4.2,1.5
2/12/2017,Chelsea,Newcastle,3,1,2,2,1,2,16,23,8,9,2,8,13,11,4,0,1,0,0,1.25,6.5,15.0,1.25,6.25,11.5,1.25,6.0,11.0
2/12/2017,Everton,Huddersfield,2,0,2,0,0,1,5,6,5,4,3,12,9,2,5,2,1,0,0,1.72,3.79,5.5,1.7,3.7,5.25,1.7,3.7,5.0
2/12/2017,Leicester,Burnley,1,0,2,1,0,2,30,16,14,3,4,3,11,10,7,0,2,0,0,1.83,3.6,5.0,1.83,3.5,4.6,1.9,3.5,4.1
2/12/2017,Stoke,Swansea,2,1,2,2,1,2,6,10,10,3,3,12,10,2,6,2,0,0,0,1.95,3.39,4.5,1.95,3.3,4.25,1.9,3.5,4.1
2/12/2017,Watford,Tottenham,1,1,1,1,1,1,20,6,8,2,2,16,8,7,2,4,1,0,1,5.0,4.0,1.72,4.75,3.9,1.72,4.5,3.6,1.8
2/12/2017,West Brom,Crystal Palace,0,0,1,0,0,1,24,20,10,6,2,11,10,3,7,3,1,0,0,2.5,3.2,3.2,2.5,3.1,3.1,2.5,3.1,3.0
3/12/2017,Bournemouth,Southampton,1,1,1,1,0,2,14,16,15,5,4,6,12,5,4,2,1,0,0,2.89,3.25,2.39,2.95,3.1,2.55,2.7,3.2,2.7
3/12/2017,Man City,West Ham,2,1,2,0,1,0,22,24,7,8,4,5,7,10,4,2,2,0,0,1.08,11.0,21.0,1.1,10.5,21.0,1.12,9.0,20.0
